년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면
2019,송파구,76,196,83,49,56,0,4,19,0,4,3,4,2,0,2,0
2019,송파구,77,197,84,48,75,4,4,18,0,3,7,2,0,0,0,0
2019,송파구,78,169,76,53,62,1,5,18,0,4,3,1,1,0,1,0
2019,송파구,79,148,77,36,44,2,1,18,0,2,1,3,0,0,0,0
2019,송파구,80,162,73,26,44,2,1,10,0,2,5,4,0,0,2,0
2019,송파구,81,148,85,41,31,1,0,12,0,3,6,0,1,0,1,0
2019,송파구,82,147,76,28,46,2,0,7,0,2,4,1,0,0,0,0
2019,송파구,83,118,84,25,43,1,0,8,0,1,4,1,0,0,1,0
2019,송파구,84,105,85,22,22,0,3,8,0,4,2,3,1,0,1,0
2019,송파구,85,100,70,31,30,1,1,6,0,1,4,1,0,0,0,0
2019,송파구,86,79,66,22,29,0,0,1,0,0,2,1,0,0,0,0
2019,송파구,87,61,64,16,22,0,0,8,0,0,0,0,0,0,1,0
2019,송파구,88,54,38,13,20,1,1,1,0,0,1,1,0,0,0,0
2019,송파구,89,40,33,12,25,0,0,0,0,1,0,0,0,0,0,0
2019,송파구,90,37,43,14,13,0,0,2,0,1,0,0,0,0,0,0
2019,송파구,91,25,40,5,11,0,0,3,0,0,0,1,0,0,0,0
2019,송파구,92,31,24,8,6,0,0,1,0,0,0,1,0,0,0,0
2019,송파구,93,14,25,8,4,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,94,7,14,1,4,0,0,0,0,0,1,0,0,0,0,0
2019,송파구,95,9,8,3,4,0,0,0,0,0,1,1,0,0,0,0
2019,송파구,96,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,97,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,98,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,99,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,100,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019,송파구,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
2019,양천구,3,2,2,0,4,2,0,0,0,2,0,0,0,0,0,0
2019,양천구,4,1,2,0,2,4,0,0,8,8,0,0,0,0,0,0
2019,양천구,5,0,1,2,3,8,0,0,7,4,0,0,0,0,0,0
2019,양천구,6,1,2,1,8,11,0,0,7,4,0,0,0,0,0,0
2019,양천구,7,1,1,1,4,19,0,0,19,3,0,0,0,0,0,0
2019,양천구,8,1,1,0,2,15,0,0,16,1,0,0,0,0,0,0
2019,양천구,9,0,9,0,5,17,0,0,13,3,0,0,0,0,1,0
2019,양천구,10,0,4,1,14,13,0,0,6,1,0,0,0,0,0,0
2019,양천구,11,1,1,0,2,18,0,0,11,1,0,0,0,0,0,0
2019,양천구,12,0,2,0,2,22,0,0,13,0,0,0,0,0,0,1
2019,양천구,13,1,1,3,7,18,0,0,4,0,0,0,1,1,0,0
2019,양천구,14,4,3,1,3,15,0,0,5,1,0,0,0,0,0,0
2019,양천구,15,2,2,1,8,24,0,0,9,1,0,0,0,0,1,0
2019,양천구,16,5,1,2,7,31,0,0,5,0,0,0,0,0,0,0
2019,양천구,17,4,0,3,6,17,0,2,4,2,0,0,0,0,0,0
2019,양천구,18,1,2,2,4,35,0,0,5,2,0,0,0,0,0,0
2019,양천구,19,10,5,7,3,26,3,0,7,1,0,0,0,0,2,0
2019,양천구,20,8,3,3,5,41,2,0,12,0,0,0,1,0,1,0
2019,양천구,21,2,5,4,7,35,1,0,14,1,0,0,0,0,0,0
2019,양천구,22,11,3,1,3,40,1,2,10,0,0,0,0,1,0,0
2019,양천구,23,7,3,4,10,34,1,1,14,0,0,0,0,0,0,0
2019,양천구,24,6,5,6,7,31,1,1,6,1,0,0,0,1,2,0
2019,양천구,25,13,4,6,6,27,4,1,11,0,0,0,0,0,0,0
2019,양천구,26,12,2,7,0,34,4,0,7,0,0,0,0,0,1,0
2019,양천구,27,14,6,1,2,25,3,0,3,0,0,0,0,0,0,0
2019,양천구,28,16,6,8,1,36,7,2,4,0,0,0,1,0,1,0
2019,양천구,29,9,4,9,5,24,5,1,7,1,0,1,0,0,1,0
2019,양천구,30,12,5,5,4,26,3,3,7,2,0,0,0,0,1,0
2019,양천구,31,11,2,9,3,25,4,1,7,1,0,0,0,0,0,0
2019,양천구,32,18,6,7,2,20,4,2,4,0,0,0,1,1,0,0
2019,양천구,33,16,8,10,5,18,6,2,3,0,0,0,0,1,2,1
2019,양천구,34,25,3,8,7,22,6,1,3,0,0,0,1,1,0,0
2019,양천구,35,33,5,9,7,12,4,4,1,2,0,1,2,1,0,0
2019,양천구,36,26,1,15,10,18,9,3,1,1,0,0,0,1,0,0
2019,양천구,37,36,4,19,5,21,16,2,2,0,0,0,0,0,0,0
2019,양천구,38,37,8,10,12,21,7,3,1,3,0,0,0,0,0,1
2019,양천구,39,43,9,19,13,18,8,3,2,1,0,0,1,1,2,0
2019,양천구,40,55,8,13,13,23,12,10,1,2,1,0,0,1,0,0
2019,양천구,41,48,10,16,12,16,14,6,0,2,1,0,0,1,0,0
2019,양천구,42,59,10,16,13,19,19,10,1,3,0,0,0,2,1,0
2019,양천구,43,66,9,23,11,13,10,8,0,0,1,1,2,0,0,0
2019,양천구,44,61,8,25,15,17,13,5,0,2,0,0,2,1,1,1
2019,양천구,45,89,7,25,12,17,21,12,0,2,0,2,2,1,0,0
2019,양천구,46,93,9,21,11,18,20,12,0,1,1,0,0,3,0,2
2019,양천구,47,82,18,18,16,11,15,18,0,0,0,0,2,4,1,0
2019,양천구,48,113,17,25,11,18,24,9,0,2,1,0,0,1,1,0
2019,양천구,49,101,21,35,25,8,15,16,0,5,1,1,1,1,0,0
2019,양천구,50,127,16,23,17,21,24,17,0,2,0,0,1,1,0,0
2019,양천구,51,151,17,32,25,7,22,21,0,2,0,0,1,1,1,0
2019,양천구,52,148,13,28,17,13,24,18,0,1,2,0,2,0,1,0
2019,양천구,53,130,17,23,18,6,18,10,0,2,0,1,1,1,0,0
2019,양천구,54,128,19,26,19,12,21,11,0,2,0,1,4,3,0,0
2019,양천구,55,159,24,41,20,9,18,22,0,2,0,0,2,1,1,0
2019,양천구,56,179,24,33,25,8,19,16,0,1,1,1,3,3,1,1
2019,양천구,57,204,34,27,38,14,22,17,0,1,4,2,5,1,1,0
2019,양천구,58,260,37,30,29,9,21,19,0,4,2,1,4,2,2,0
2019,양천구,59,220,34,26,27,6,21,18,0,1,2,1,6,2,1,1
2019,양천구,60,220,43,43,30,9,18,23,0,5,3,0,6,0,0,0
2019,양천구,61,234,37,43,36,7,20,10,0,5,3,3,9,1,1,0
2019,양천구,62,235,46,47,38,14,14,26,0,4,6,3,7,1,0,0
2019,양천구,63,203,36,37,45,6,6,20,0,4,6,1,5,0,1,1
2019,양천구,64,245,56,48,55,5,12,18,0,2,2,2,8,3,3,0
2019,양천구,65,250,39,33,53,6,6,19,0,3,6,6,6,0,1,0
2019,양천구,66,237,35,38,42,1,10,16,0,6,3,2,6,0,0,0
2019,양천구,67,270,46,47,53,1,9,18,0,5,6,10,4,1,1,0
2019,양천구,68,178,57,43,29,1,6,17,0,4,7,6,4,0,1,0
2019,양천구,69,197,48,43,51,1,6,18,0,1,3,3,5,1,0,0
2019,양천구,70,204,66,48,44,3,5,19,0,4,7,6,1,0,1,0
2019,양천구,71,197,68,38,51,2,3,21,0,3,5,7,4,1,0,1
2019,양천구,72,222,72,39,56,2,10,20,0,2,4,4,3,0,1,0
2019,양천구,73,194,70,42,51,1,0,13,0,0,6,3,3,0,2,1
2019,양천구,74,175,72,35,41,1,1,15,0,2,4,3,1,0,0,0
2019,양천구,75,197,71,37,43,1,3,13,0,4,2,2,0,0,1,1
2019,양천구,76,188,101,28,36,0,1,12,0,4,2,7,2,0,1,0
2019,양천구,77,206,102,34,66,2,5,12,0,6,2,3,2,0,1,0
2019,양천구,78,158,92,38,57,0,1,11,0,3,6,1,1,0,2,0
2019,양천구,79,137,97,30,32,1,3,9,0,2,2,1,0,0,0,0
2019,양천구,80,148,85,39,35,1,1,13,0,1,1,2,0,1,1,0
2019,양천구,81,149,96,32,39,0,0,6,0,3,2,0,0,0,0,0
2019,양천구,82,124,100,18,36,0,1,5,0,1,6,1,0,1,0,0
2019,양천구,83,109,90,24,26,0,0,5,0,2,3,0,0,0,1,0
2019,양천구,84,93,70,24,25,0,0,4,0,2,4,1,0,0,0,0
2019,양천구,85,69,78,14,22,0,3,3,0,0,2,0,0,0,0,0
2019,양천구,86,72,51,22,21,0,0,2,0,2,3,1,0,0,0,0
2019,양천구,87,55,66,16,15,0,0,1,0,0,3,1,0,0,0,0
2019,양천구,88,42,51,7,15,0,0,1,0,0,3,0,0,0,0,0
2019,양천구,89,25,64,10,7,0,0,1,0,0,0,0,0,0,0,0
2019,양천구,90,24,56,7,5,0,0,2,0,1,0,1,0,0,0,0
2019,양천구,91,16,28,5,7,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,92,15,29,5,5,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,93,9,18,3,4,0,0,0,0,0,1,0,0,0,0,0
2019,양천구,94,9,12,3,2,0,0,0,0,0,0,1,0,0,0,0
2019,양천구,95,4,13,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,96,4,13,1,0,0,0,1,0,0,0,0,0,0,0,0
2019,양천구,97,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,98,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,99,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,양천구,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,영등포구,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,2,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,3,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0
2019,영등포구,4,1,1,1,4,3,0,0,6,4,0,0,0,0,0,0
2019,영등포구,5,2,2,1,3,2,0,0,2,3,0,0,0,0,0,0
2019,영등포구,6,0,0,0,3,8,0,0,6,2,0,0,0,0,1,0
2019,영등포구,7,0,0,2,3,17,0,0,10,1,0,0,0,0,0,0
2019,영등포구,8,0,0,1,5,10,0,0,10,1,0,0,0,0,0,0
2019,영등포구,9,0,1,0,3,9,0,0,11,0,0,0,0,0,0,0
2019,영등포구,10,1,1,0,4,15,0,0,7,0,0,0,0,1,0,0
2019,영등포구,11,0,1,1,4,13,0,0,2,1,0,0,1,0,0,0
2019,영등포구,12,0,1,3,3,11,0,0,5,0,0,0,1,0,0,0
2019,영등포구,13,0,2,1,1,13,0,1,9,1,1,0,0,0,0,0
2019,영등포구,14,1,1,0,3,14,0,0,7,0,0,0,0,0,1,0
2019,영등포구,15,3,0,0,4,11,0,0,5,0,0,0,0,0,0,0
2019,영등포구,16,2,0,0,4,13,0,0,4,1,0,0,0,0,0,0
2019,영등포구,17,3,3,2,4,17,0,0,7,1,0,0,0,1,0,0
2019,영등포구,18,1,1,1,4,17,0,0,5,0,0,0,0,0,0,0
2019,영등포구,19,2,2,1,6,21,0,0,9,0,0,0,0,0,0,0
2019,영등포구,20,7,5,2,2,13,0,0,8,1,0,0,1,0,0,0
2019,영등포구,21,4,0,5,3,32,0,0,8,1,0,0,0,0,0,0
2019,영등포구,22,5,3,1,4,26,0,0,9,0,0,0,0,0,1,0
2019,영등포구,23,9,4,2,4,20,1,3,7,1,0,0,0,0,0,0
2019,영등포구,24,7,2,3,2,25,0,3,3,0,1,0,0,0,0,0
2019,영등포구,25,10,1,5,5,20,1,0,11,0,0,0,0,0,0,0
2019,영등포구,26,16,3,3,3,24,0,2,9,1,0,0,0,1,3,0
2019,영등포구,27,19,4,8,3,27,5,2,6,1,0,0,0,0,0,2
2019,영등포구,28,14,2,7,1,30,3,1,5,2,1,0,0,0,0,0
2019,영등포구,29,20,5,2,5,15,1,2,3,0,0,0,0,0,2,0
2019,영등포구,30,14,4,11,3,14,3,1,3,0,0,0,1,0,1,0
2019,영등포구,31,22,6,7,5,14,5,1,0,0,0,0,0,0,1,1
2019,영등포구,32,20,7,10,6,13,6,3,4,1,0,0,0,0,0,0
2019,영등포구,33,18,3,14,5,20,2,3,2,0,0,0,0,1,1,1
2019,영등포구,34,20,3,10,5,28,6,1,2,0,0,0,0,1,1,0
2019,영등포구,35,26,1,5,4,11,0,0,1,1,1,1,0,0,0,0
2019,영등포구,36,41,5,16,7,13,3,1,2,0,0,0,2,2,1,0
2019,영등포구,37,26,5,15,8,19,11,3,1,2,0,0,1,1,0,0
2019,영등포구,38,32,5,13,7,10,6,5,0,2,0,0,1,0,0,0
2019,영등포구,39,35,5,11,6,10,17,7,0,1,0,0,0,1,0,0
2019,영등포구,40,35,7,14,9,25,4,8,0,0,0,0,0,1,0,1
2019,영등포구,41,48,9,15,7,10,4,7,0,2,0,0,0,1,0,0
2019,영등포구,42,35,9,19,8,16,16,4,0,2,0,0,1,0,0,1
2019,영등포구,43,59,10,16,9,14,8,6,0,0,1,1,0,2,0,0
2019,영등포구,44,51,8,15,9,10,13,5,2,3,0,1,0,2,0,0
2019,영등포구,45,65,4,20,7,8,11,4,0,2,0,0,2,1,0,1
2019,영등포구,46,62,8,16,19,14,11,7,0,1,0,0,0,0,1,0
2019,영등포구,47,74,8,14,13,12,21,7,0,0,0,0,2,1,1,1
2019,영등포구,48,74,9,23,15,16,20,10,0,2,1,1,2,0,0,1
2019,영등포구,49,74,10,18,22,9,15,17,0,3,0,0,2,0,0,0
2019,영등포구,50,90,12,20,15,13,13,7,0,2,1,1,3,1,0,0
2019,영등포구,51,97,10,11,18,10,19,14,0,4,0,3,1,0,0,1
2019,영등포구,52,113,10,27,13,11,7,11,0,2,1,0,3,1,0,1
2019,영등포구,53,89,10,24,17,6,14,10,0,2,1,0,0,3,0,1
2019,영등포구,54,126,14,24,14,7,15,4,0,1,2,0,1,1,0,1
2019,영등포구,55,130,20,27,16,6,16,15,0,2,3,0,1,1,0,0
2019,영등포구,56,134,13,15,23,3,12,10,0,1,0,0,4,0,0,1
2019,영등포구,57,163,21,30,26,5,25,12,0,2,6,1,0,0,2,0
2019,영등포구,58,170,24,43,26,11,18,21,0,3,0,0,4,0,1,0
2019,영등포구,59,163,27,36,29,4,9,17,1,2,0,2,1,0,1,0
2019,영등포구,60,163,34,42,16,9,8,22,0,1,1,2,3,1,0,0
2019,영등포구,61,183,31,39,27,8,12,21,0,4,2,1,2,1,0,0
2019,영등포구,62,193,35,38,42,5,18,18,0,2,4,4,5,1,0,1
2019,영등포구,63,192,32,34,26,4,12,16,0,3,2,1,5,1,2,0
2019,영등포구,64,221,48,39,40,3,7,23,0,3,3,1,2,2,0,0
2019,영등포구,65,197,44,38,41,2,5,20,0,1,0,3,2,0,0,0
2019,영등포구,66,154,28,26,27,0,2,20,0,1,1,4,3,0,1,0
2019,영등포구,67,175,54,44,46,1,5,18,0,7,3,1,1,0,1,0
2019,영등포구,68,147,42,34,28,1,4,14,0,3,0,2,2,0,0,0
2019,영등포구,69,171,60,43,32,2,4,9,0,4,4,2,4,0,1,1
2019,영등포구,70,166,57,28,39,3,4,12,0,0,3,4,0,0,1,0
2019,영등포구,71,172,45,41,52,2,1,19,0,4,2,5,3,1,1,0
2019,영등포구,72,183,66,37,46,2,4,28,0,3,4,3,3,0,0,2
2019,영등포구,73,152,62,51,35,1,2,17,0,3,2,1,1,1,0,0
2019,영등포구,74,142,57,31,38,1,3,12,0,3,5,1,1,0,0,1
2019,영등포구,75,149,73,34,38,1,3,19,0,2,6,1,2,0,0,0
2019,영등포구,76,156,62,34,40,2,2,13,0,1,6,3,0,0,1,0
2019,영등포구,77,224,94,57,56,0,3,13,0,3,6,2,1,0,2,0
2019,영등포구,78,159,76,45,37,0,1,5,0,4,3,3,0,0,2,0
2019,영등포구,79,139,78,28,41,0,1,16,0,0,3,0,0,0,1,0
2019,영등포구,80,154,82,34,38,1,1,13,0,1,2,1,1,0,0,0
2019,영등포구,81,113,55,20,37,0,0,13,0,1,4,2,0,0,0,0
2019,영등포구,82,116,87,22,29,0,3,8,0,0,6,1,0,0,0,0
2019,영등포구,83,110,75,25,29,1,1,7,0,2,3,0,0,0,0,0
2019,영등포구,84,97,88,24,21,1,0,10,0,0,4,0,0,0,0,0
2019,영등포구,85,87,79,18,26,0,0,5,0,1,1,0,0,0,0,0
2019,영등포구,86,47,66,14,21,0,0,6,0,0,3,0,0,0,0,0
2019,영등포구,87,49,50,11,16,0,0,3,0,0,0,1,0,0,0,0
2019,영등포구,88,37,35,10,9,0,0,3,0,1,1,0,0,0,0,0
2019,영등포구,89,25,47,8,8,1,0,3,0,0,1,0,0,0,0,0
2019,영등포구,90,20,26,6,2,0,0,1,0,0,0,0,0,0,0,0
2019,영등포구,91,18,30,9,8,0,0,1,0,0,1,0,0,0,0,0
2019,영등포구,92,9,19,4,4,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,93,7,11,2,0,0,0,1,0,0,0,0,0,0,0,0
2019,영등포구,94,5,10,2,1,0,0,0,0,0,0,1,0,0,0,0
2019,영등포구,95,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,96,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0
2019,영등포구,97,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,98,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,99,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,영등포구,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,101,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,98,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,97,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,96,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,95,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,94,6,11,1,3,0,0,1,0,0,0,0,0,0,0,0
2019,용산구,93,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0
2019,용산구,92,15,12,2,2,0,0,0,0,0,0,0,0,0,0,0
2019,용산구,91,15,15,3,4,0,0,3,0,0,0,0,0,0,0,0
2019,용산구,90,11,18,6,5,0,1,2,0,0,1,0,0,0,0,0
2019,용산구,89,25,24,8,2,0,0,1,0,0,1,0,0,0,0,0
2019,용산구,88,24,32,9,2,0,0,2,0,0,1,0,0,0,0,0
2019,용산구,87,32,32,14,10,0,0,2,0,1,1,1,0,0,0,0
2019,용산구,86,47,25,9,8,0,0,4,0,1,1,0,0,0,0,0
2019,용산구,85,43,37,11,18,0,0,4,0,0,2,0,0,0,0,0
2019,용산구,84,60,43,15,17,0,0,1,0,2,2,0,0,0,0,0
2019,용산구,83,63,36,18,14,1,0,4,0,0,1,0,0,0,1,0
2019,용산구,82,70,37,15,19,0,0,4,0,1,2,0,0,0,0,0
2019,용산구,81,74,49,23,26,0,0,5,0,2,3,0,1,1,0,0
2019,용산구,80,82,41,21,27,1,1,7,0,2,4,1,0,0,2,0
2019,용산구,79,80,36,17,19,1,0,8,0,0,2,1,1,0,0,0
2019,용산구,78,82,49,18,28,1,3,10,0,0,7,3,1,0,0,1
2019,용산구,77,119,44,25,24,0,0,8,0,0,4,1,0,0,2,0
2019,용산구,76,102,37,22,28,0,2,10,0,2,2,0,1,0,1,0
2019,용산구,75,89,31,20,14,0,0,8,0,1,0,1,0,0,1,0
2019,용산구,74,80,26,26,13,0,3,10,0,1,1,1,1,0,0,0
2019,용산구,73,93,22,24,26,1,0,4,0,1,2,0,1,0,1,0
2019,용산구,72,106,33,24,24,4,1,5,0,1,3,3,1,1,0,0
2019,용산구,71,104,31,29,13,1,4,8,0,0,4,2,1,0,0,0
2019,용산구,70,95,24,28,24,0,1,7,0,0,3,1,1,0,0,0
2019,용산구,69,72,28,28,27,0,1,6,0,2,1,1,1,0,0,0
2019,용산구,68,72,13,24,14,3,4,4,0,1,3,4,1,0,1,0
2019,용산구,67,92,17,21,19,2,10,5,0,1,0,0,4,0,0,0
2019,용산구,66,73,14,20,14,0,9,10,0,0,3,2,1,1,0,0
2019,용산구,65,105,16,26,22,2,8,6,0,1,2,2,4,0,0,0
2019,용산구,64,90,14,20,25,2,8,9,0,1,1,2,1,0,0,0
2019,용산구,63,84,14,29,20,2,6,12,0,1,1,2,4,0,0,0
2019,용산구,62,71,22,15,14,1,9,9,0,4,1,1,3,0,0,0
2019,용산구,61,86,17,21,16,2,6,9,0,2,2,0,2,0,0,0
2019,용산구,60,92,23,22,10,5,7,11,0,2,1,0,2,2,0,0
2019,용산구,59,83,13,20,11,7,14,13,0,1,1,0,3,0,0,0
2019,용산구,58,88,12,23,12,4,13,7,0,2,1,0,3,1,0,1
2019,용산구,57,65,11,27,11,3,11,13,0,1,0,1,3,1,0,0
2019,용산구,56,48,12,14,6,6,11,6,0,1,1,3,1,0,0,0
2019,용산구,55,59,8,19,9,9,9,7,0,1,0,1,5,0,1,1
2019,용산구,54,65,9,16,7,7,12,8,0,1,1,0,3,1,0,0
2019,용산구,53,53,6,14,6,9,7,6,0,0,1,0,2,1,0,0
2019,용산구,52,51,10,13,5,7,9,10,0,1,1,1,2,1,1,0
2019,용산구,51,65,4,13,5,5,17,7,0,0,0,2,1,0,2,0
2019,용산구,50,63,5,15,6,8,9,11,0,1,0,1,1,1,0,0
2019,용산구,49,44,5,16,10,10,10,5,0,1,0,0,1,2,0,2
2019,용산구,48,36,11,11,13,8,14,4,0,2,0,1,5,1,0,0
2019,용산구,47,31,4,11,2,9,9,3,0,1,0,1,0,1,0,0
2019,용산구,46,36,3,14,6,6,2,9,0,4,0,0,1,0,0,0
2019,용산구,45,39,2,7,10,7,7,3,0,0,0,1,0,0,1,0
2019,용산구,44,22,3,8,5,14,5,5,0,1,0,0,0,0,0,0
2019,용산구,43,24,3,8,4,8,9,6,0,1,0,0,0,2,1,0
2019,용산구,42,25,4,5,8,12,6,2,0,0,0,0,1,0,0,0
2019,용산구,41,23,1,5,4,11,5,0,0,0,0,0,0,1,0,0
2019,용산구,40,26,2,14,4,17,8,2,0,0,0,0,0,0,0,0
2019,용산구,39,17,4,10,5,16,4,1,0,2,0,0,0,0,0,1
2019,용산구,38,20,2,10,3,9,3,2,0,1,0,0,0,0,0,0
2019,용산구,37,18,6,3,4,9,3,1,0,2,0,1,0,1,1,0
2019,용산구,36,26,3,3,4,3,2,1,0,0,0,0,1,0,1,0
2019,용산구,35,9,2,6,2,9,1,0,0,0,0,0,0,0,0,0
2019,용산구,34,12,1,3,2,11,1,1,1,3,0,1,0,0,1,0
2019,용산구,33,11,4,10,6,9,3,1,2,0,0,0,0,0,0,0
2019,용산구,32,11,3,5,4,12,0,0,0,0,0,0,0,0,1,0
2019,용산구,31,12,3,5,5,6,2,1,2,0,0,0,0,0,0,0
2019,용산구,30,12,4,6,3,6,0,0,4,0,0,0,0,0,0,0
2019,용산구,29,9,2,6,3,9,0,1,3,0,0,0,0,0,0,0
2019,용산구,28,7,1,3,4,11,2,2,3,0,0,1,0,0,0,0
2019,용산구,27,4,1,4,3,11,2,2,3,0,0,0,0,0,1,0
2019,용산구,26,9,1,4,1,11,1,0,1,0,0,0,0,0,0,0
2019,용산구,25,7,2,6,3,10,1,1,5,0,0,0,0,0,0,0
2019,용산구,24,3,3,1,1,10,1,1,5,0,0,0,0,0,0,0
2019,용산구,23,6,2,2,3,19,0,0,6,0,0,0,0,0,0,0
2019,용산구,22,3,2,3,0,12,1,0,3,0,0,0,0,0,0,0
2019,용산구,21,2,1,0,2,8,0,0,5,0,0,0,0,0,1,0
2019,용산구,20,5,2,0,2,18,0,0,7,0,0,0,0,0,0,0
2019,용산구,19,0,3,2,3,18,0,0,1,0,0,0,0,0,0,0
2019,용산구,18,0,1,0,3,11,0,0,4,0,0,0,0,0,0,0
2019,용산구,17,2,1,3,5,8,0,0,3,0,0,0,0,0,0,0
2019,용산구,16,0,3,0,5,8,0,0,2,0,0,0,0,0,1,0
2019,용산구,15,0,3,0,2,13,0,0,2,0,0,0,0,0,0,0
2019,용산구,14,1,1,0,3,6,0,0,2,1,0,0,0,0,0,0
2019,용산구,13,0,0,1,1,4,0,0,4,1,0,0,0,0,0,0
2019,용산구,12,0,0,0,1,4,0,0,6,0,0,0,0,0,0,0
2019,용산구,11,0,0,0,1,6,0,0,5,0,0,0,0,0,0,0
2019,용산구,10,0,1,1,2,9,0,0,3,0,0,0,0,1,0,0
2019,용산구,9,1,0,0,2,8,0,0,7,0,0,0,0,0,0,0
2019,용산구,8,0,0,0,4,6,0,0,2,2,0,0,0,0,0,0
2019,용산구,7,0,0,1,1,14,0,1,5,1,0,0,0,0,0,0
2019,용산구,6,0,0,0,3,2,0,0,8,2,0,0,0,0,0,0
2019,용산구,5,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0
2019,용산구,4,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0
2019,용산구,3,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0
2019,용산구,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
2019,용산구,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2019,은평구,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,은평구,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,은평구,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,은평구,98,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,은평구,97,2,4,2,1,0,0,0,0,0,2,0,0,0,0,0
2019,은평구,96,4,6,0,1,0,2,0,0,0,1,0,0,0,0,0
2019,은평구,95,6,14,2,1,0,0,0,0,0,0,0,0,0,0,0
2019,은평구,94,8,17,1,2,0,0,0,0,0,1,0,0,0,0,0
2019,은평구,93,13,16,4,2,0,0,0,0,0,1,0,0,0,0,0
2019,은평구,92,17,32,8,4,0,0,1,0,0,0,0,0,0,0,0
2019,은평구,91,29,47,7,5,0,0,0,0,0,2,1,0,0,0,0
2019,은평구,90,31,43,12,9,0,0,1,0,0,1,1,0,0,0,0
2019,은평구,89,42,49,14,12,0,0,2,0,0,1,0,0,0,0,0
2019,은평구,88,53,58,16,10,0,0,3,0,0,1,1,0,0,2,0
